symbol,price_code,company_name,industry,exchange,sic_code
SIZ,GOOG/AMEX_SIZ,US Size Market Neutral ETF Quantshares,R.E.I.T.,AMEX,6720
SJH,GOOG/NYSE_SJH,Ultrashort Russell 2000 Value Proshares,Maritime,NYSE,4400
SJI,GOOG/NYSE_SJI,South Jersey Inds.,Natural Gas (Distrib.),NYSE,4920
SJKI,GOOG/PINK_SJKI,St. John Knits Intl Inc.,Apparel,PINK,2300
SJM,GOOG/NYSE_SJM,Smucker (J.M.),Food Processing,NYSE,2000
SJT,GOOG/NYSE_SJT,San Juan Basin Rlty.,Natural Gas (Diversified,NYSE,4929
SJW,GOOG/NYSE_SJW,SJW Corp.,Water Utility,NYSE,4941
SKAS,GOOG/PINK_SKAS,Saker Aviation Services Inc,Air Transport,PINK,4510
SKBI,GOOG/NASDAQ_SKBI,Skystar Bio-Pharmaceutical Co,Biotechnology,NASDAQ,2830
SKCO,GOOG/PINK_SKCO,Sagemark Companies Ltd,Financial Svcs. (Div.),PINK,6100
SKFBQ,GOOG/PINK_SKFBQ,S&K Famous Brands,Retail (Special Lines),PINK,5600
SKH,GOOG/NYSE_SKH,Skilled Healthcare Group Inc,Medical Services,NYSE,8000
SKNY,GOOG/PINK_SKNY,Skinny Nutritional Corp,Food Processing,PINK,2000
SKPI,GOOG/PINK_SKPI,Sky Petroleum Inc,Petroleum (Producing),PINK,1300
SKPN,GOOG/PINK_SKPN,SkyShop Logistics Inc.,Air Transport,PINK,4510
SKS,GOOG/NYSE_SKS,Saks Inc.,Retail Store,NYSE,5300
SKT,GOOG/NYSE_SKT,Tanger Factory Outlet,R.E.I.T.,NYSE,6720
SKUL,GOOG/NASDAQ_SKUL,Skullcandy Inc.,Electronics,NASDAQ,3670
SKVI,GOOG/PINK_SKVI,Skinvisible Inc,Medical Supplies,PINK,8060
SKVY,GOOG/PINK_SKVY,Sentry Technology Corp,Electrical Equipment,PINK,3600
SKX,GOOG/NYSE_SKX,Skechers U.S.A. Inc,Shoe,NYSE,3140
SKY,GOOG/NYSE_SKY,Skyline Corp.,Manuf. Housing/Rec Veh,NYSE,3792
SKYC,GOOG/PINK_SKYC,SkyLynx Communications Inc,Wireless Networking,PINK,7380
SKYEY,GOOG/PINK_SKYEY,SkyePharma Plc,Drug,PINK,2834
SKYF,GOOG/PINK_SKYF,Sky Finl Group Inc,Bank,PINK,6000
SKYIQ,GOOG/PINK_SKYIQ,Skye International Inc,Building Materials,PINK,3200
SKYL,GOOG/PINK_SKYL,Skyline Multimedia Entmt,Recreation,PINK,7900
SKYW,GOOG/NASDAQ_SKYW,SkyWest,Air Transport,NASDAQ,4510
SKYY,GOOG/NASDAQ_SKYY,Skye International Inc,Auto & Truck,NASDAQ,3710
SLAB,GOOG/NASDAQ_SLAB,Silicon Laboratories Inc,Semiconductor,NASDAQ,3674
SLB,GOOG/NYSE_SLB,Schlumberger Ltd.,Oilfield Services/Equip.,NYSE,3533
SLCA,GOOG/NYSE_SLCA,US Silica Holdings Inc.,Metals & Mining (Div.),NYSE,1000
SLCM,GOOG/PINK_SLCM,Silicon Mountain Holdings Inc,Computers/Peripherals,PINK,3573
SLF.TO,YAHOO/TSX_SLF_TO,Sun Life Financial Services,Insurance (Prop/Cas.),TSX,
SLG,GOOG/NYSE_SLG,SL Green Realty,R.E.I.T.,NYSE,6720
SLGI,GOOG/PINK_SLGI,SecureLogic Corp.,Computer Software/Svcs,PINK,3579
SLGLF,GOOG/PINK_SLGLF,Silverado Gold Mines Ltd,Precious Metals,PINK,1041
SLGN,GOOG/NASDAQ_SLGN,Silgan Holdings,Packaging & Container,NASDAQ,2640
SLGTQ,GOOG/PINK_SLGTQ,SurgiLight Inc.,Medical Supplies,PINK,8060
SLH,GOOG/NYSE_SLH,Solera Holdings Inc,Computer Software/Svcs,NYSE,3579
SLI,GOOG/AMEX_SLI,Sl Industries,Furn./Home Furnishings,AMEX,2500
SLM,GOOG/NASDAQ_SLM,USA Education,Financial Svcs. (Div.),NASDAQ,6100
SLNM,GOOG/PINK_SLNM,Salon Media Group Inc,Internet,PINK,7370
SLP,GOOG/NASDAQ_SLP,Simulations Plus Inc,Computer Software/Svcs,NASDAQ,3579
SLPHQ,GOOG/PINK_SLPHQ,SulphCo Inc,Petroleum (Producing),PINK,1300
SLR.TO,YAHOO/TSX_SLR_TO,Solitario Resources Corp,Precious Metals,TSX,1041
SLRC,GOOG/NASDAQ_SLRC,Solar Capital Ltd,Financial Svcs. (Div.),NASDAQ,6100
SLSZQ,GOOG/PINK_SLSZQ,SLS Int'l Inc,Electronics,PINK,3670
SLT,GOOG/NYSE_SLT,Sterlite Industries (India),Metal Fabricating,NYSE,3400
SLTC,GOOG/NASDAQ_SLTC,Selectica Inc,Internet,NASDAQ,7370
SLTM,GOOG/NASDAQ_SLTM,Solta Medical Inc,Medical Supplies,NASDAQ,8060
SLTZ,GOOG/PINK_SLTZ,Solar Thin Films Inc,Precision Instrument,PINK,3800
SLW,GOOG/NYSE_SLW,Silver Wheaton Corporation,Precious Metals,NYSE,1041
SLXCF,GOOG/PINK_SLXCF,Stellar Pharmaceuticals Inc,Drug,PINK,2834
SLXP,GOOG/NASDAQ_SLXP,Salix Pharmaceuticals Inc,Drug,NASDAQ,2834
SM,GOOG/NYSE_SM,Sulzer Medica Ltd,Medical Supplies,NYSE,8060
SMA,GOOG/NYSE_SMA,Symmetry Medical Inc,Medical Supplies,NYSE,8060
SMAN,GOOG/PINK_SMAN,Standard Management Corp,Insurance (Life),PINK,6310
SMBC,GOOG/NASDAQ_SMBC,Southern Mo. Bancorp Inc,Thrift,NASDAQ,
SMBL,GOOG/NASDAQ_SMBL,Smart Balance Inc,Food Processing,NASDAQ,2000
SMCE,GOOG/PINK_SMCE,SMC Entertainment Inc,Entertainment,PINK,7950
SMCG,GOOG/NASDAQ_SMCG,Millennium India Acquisition,Financial Svcs. (Div.),NASDAQ,6100
SMCI,GOOG/NASDAQ_SMCI,Super Micro Computer Inc,Computers/Peripherals,NASDAQ,3573
SMDI,GOOG/PINK_SMDI,Stanford Microdevices Inc,Wireless Networking,PINK,7380
SMDK,GOOG/PINK_SMDK,SmartDisk Corp,Computer & Peripherals,PINK,3573
SMDM,GOOG/PINK_SMDM,The Singing Machine Co.,Entertainment,PINK,7950
SMED,GOOG/NASDAQ_SMED,Sharps Compliance Corp,Environmental,NASDAQ,4953
SMF,GOOG/NYSE_SMF,Smart & Final,Grocery,NYSE,5400
SMG,GOOG/NYSE_SMG,Scotts Co. 'A',Household Products,NYSE,2840
SMGY,GOOG/PINK_SMGY,Smart Energy Solutions Inc,Internet,PINK,7370
SMI,GOOG/NYSE_SMI,Springs Inds.,Textile,NYSE,2200
SMID,GOOG/PINK_SMID,Smith Midland Corp,Building Materials,PINK,3200
SMIT,GOOG/NASDAQ_SMIT,Schmitt Inds Inc OR,Machinery,NASDAQ,3500
SMLP,GOOG/NYSE_SMLP,Summit Midstream Partners LP,Pipeline MLPs,NYSE,4619
SMMF,GOOG/NASDAQ_SMMF,Summit Financial Group Inc.,Bank,NASDAQ,6000
SMMU,GOOG/AMEX_SMMU,Short-Term Muni Bond Strgy ETF Pimco,Internet,AMEX,7370
SMNG,GOOG/PINK_SMNG,Strategic Mining Corp.,Precious Metals,PINK,1041
SMP,GOOG/NYSE_SMP,Standard Motor Prod.,Auto Parts (Replacement),NYSE,3714
SMPL,GOOG/NASDAQ_SMPL,Simplicity Bancorp Inc.,Thrift,NASDAQ,6120
SMRT,GOOG/NASDAQ_SMRT,Stein Mart,Retail Store,NASDAQ,5300
SMSI,GOOG/NASDAQ_SMSI,Smith Micro Software,Computer Software & Svcs,NASDAQ,3579
SMT,GOOG/NASDAQ_SMT,Summit Pptys Inc.,R.E.I.T.,NASDAQ,6720
SMTC,GOOG/NASDAQ_SMTC,Semtech Corp.,Semiconductor,NASDAQ,3674
SMTX,GOOG/NASDAQ_SMTX,SMTC Corp,Electronics,NASDAQ,3670
SMU,GOOG/AMEX_SMU,Bank Of America Corp.,Metal Fabricating,AMEX,3400
SMVE,GOOG/PINK_SMVE,Smart Move Inc,Industrial Services,PINK,7300
SMWK,GOOG/PINK_SMWK,Small World Kids Inc,Recreation,PINK,7900
SMXMF,GOOG/PINK_SMXMF,Samex Mining Corp,Metals & Mining (Div.),PINK,1000
SN,GOOG/NYSE_SN,Sanchez Energy Corp,Petroleum (Producing),NYSE,1300
SNA,GOOG/NYSE_SNA,Snap-on Inc.,Machinery,NYSE,3500
SNAK,GOOG/NASDAQ_SNAK,Poore Brothers,Food Processing,NASDAQ,2000
SNAS,GOOG/PINK_SNAS,Sino Assurance Inc,Industrial Services,PINK,7300
SNBC,GOOG/NASDAQ_SNBC,Sun Bancorp Inc,Bank,NASDAQ,6000
SNC.TO,YAHOO/TSX_SNC_TO,SNC Lavalin Group Inc.,Diversified Co.,TSX,9913
SNCR,GOOG/NASDAQ_SNCR,Synchronoss Technologies Inc,E-Commerce,NASDAQ,7372
SNDK,GOOG/NASDAQ_SNDK,SanDisk Corp.,Computer & Peripherals,NASDAQ,3573
SNDN,GOOG/PINK_SNDN,SendTec Inc,E-Commerce,PINK,7372
SNDS,GOOG/AMEX_SNDS,Sustainable North American Oil,Hotel/Gaming,AMEX,7000
SNDTF,GOOG/PINK_SNDTF,Sand Technology Inc,Computer Software/Svcs,PINK,3579
SNE,GOOG/NYSE_SNE,Sony Corp. ADR,Foreign Electron/Entertn,NYSE,9975
SNET,GOOG/PINK_SNET,SourcingLink.net Inc,Computer Software & Svcs,PINK,3579
SNFCA,GOOG/NASDAQ_SNFCA,Security Natl Finl Corp,Insurance (Life),NASDAQ,6310
SNH,GOOG/NYSE_SNH,Senior Housing Properties Tr,R.E.I.T.,NYSE,6720
SNHY,GOOG/NASDAQ_SNHY,Sun Hydraulics,Water Utility,NASDAQ,4941
SNI,GOOG/NYSE_SNI,Scripps Networks,Entertainment,NYSE,7950
SNKTY,GOOG/PINK_SNKTY,SENETEK PLC ADR,Biotechnology,PINK,2830
SNMBQ,GOOG/PINK_SNMBQ,Sona Mobile Holdings Corp,Computer Software/Svcs,PINK,3579
SNMN,GOOG/PINK_SNMN,SNM Global Holdings,Investment Co.,PINK,6730
SNMX,GOOG/NASDAQ_SNMX,Senomyx Inc,Industrial Services,NASDAQ,7300
SNPS,GOOG/NASDAQ_SNPS,Synopsys  Inc.,Computer Software & Svcs,NASDAQ,3579
SNRR,GOOG/PINK_SNRR,Sunterra Corporation,Recreation,PINK,7900
SNRV,GOOG/PINK_SNRV,Sun River Energy Inc,Petroleum (Producing),PINK,1300
SNRY,GOOG/PINK_SNRY,Solar Energy Initiative Inc,Power,PINK,4900
SNSG,GOOG/PINK_SNSG,Sense Technologies Inc,Auto Parts (OEM),PINK,3716
SNSS,GOOG/NASDAQ_SNSS,Sunesis Pharmaceuticals Inc.,Biotechnology,NASDAQ,2830
SNT,GOOG/AMEX_SNT,Senesco Technologies Inc,Biotechnology,AMEX,2830
SNTA,GOOG/NASDAQ_SNTA,Syntha Pharmaceuticals Corp,Drug,NASDAQ,2834
SNTI,GOOG/PINK_SNTI,Senesco Technologies Inc,Biotechnology,PINK,2830
SNTS,GOOG/NASDAQ_SNTS,Santarus Inc,Drug,NASDAQ,2834
SNV,GOOG/NYSE_SNV,Synovus Financial,Bank,NYSE,6000
SNVHQ,GOOG/PINK_SNVHQ,Synova Healthcare Group Inc,Medical Supplies,PINK,8060
SNX,GOOG/NYSE_SNX,SYNNEX Information Tech,Information Services,NYSE,8900
SNY,GOOG/NYSE_SNY,Sanofi-Aventis,Drug,NYSE,2834
SO,GOOG/NYSE_SO,Southern Co.,Electric Utility (East),NYSE,4911
SOAP,GOOG/PINK_SOAP,Soapstone Networks Inc,Telecom. Equipment,PINK,4811
SOBGF,GOOG/PINK_SOBGF,Soil Biogenics Ltd,Precious Metals,PINK,1041
SOCB,GOOG/NASDAQ_SOCB,Southcoast Financial Corp,Bank,NASDAQ,6000
SOCR,GOOG/PINK_SOCR,Scan-Optics Inc.,Precision Instrument,PINK,
SODA,GOOG/NASDAQ_SODA,SodaStream International Ltd,Machinery,NASDAQ,3500
SODI,GOOG/PINK_SODI,Solitron Devices Inc.,Electronics,PINK,3670
SOEN,GOOG/PINK_SOEN,Solar Enertech Corp,Power,PINK,4900
SOFO,GOOG/NASDAQ_SOFO,Sonic Foundry Inc.,Computer Software & Svcs,NASDAQ,3579
SOFT,GOOG/PINK_SOFT,SofTech Inc,Computer Software & Svcs,PINK,3579
SOHU,GOOG/NASDAQ_SOHU,Sohu.com Inc,Internet,NASDAQ,7370
SOIGF,GOOG/PINK_SOIGF,Strata Oil & Gas Inc,Petroleum (Producing),PINK,1300
SOIS,GOOG/PINK_SOIS,Striker Oil & Gas Inc,Environmental,PINK,4953
SOL,GOOG/NYSE_SOL,Sola Int'l,Medical Supplies,NYSE,8060
SOMC,GOOG/PINK_SOMC,Southern Michigan Bancorp Inc,Bank,PINK,6000
SOMD,GOOG/PINK_SOMD,Studio One Media Inc,Entertainment,PINK,7950
SOMH,GOOG/NASDAQ_SOMH,Somerset Hills Bancorp,Bank,NASDAQ,6000
SOMX,GOOG/NASDAQ_SOMX,Somaxon Pharmaceuticals Inc,Drug,NASDAQ,2834
SON,GOOG/NYSE_SON,Sonoco Products,Packaging & Container,NYSE,2640
SONA,GOOG/NASDAQ_SONA,Southern Nat'l Bancorp Va.,Thrift,NASDAQ,6120
SONC,GOOG/NASDAQ_SONC,Sonic Corp.,Restaurant,NASDAQ,5812
SONS,GOOG/NASDAQ_SONS,Sonus Networks Inc,Telecom. Equipment,NASDAQ,4811
SONT,GOOG/PINK_SONT,Sontra Medical Corp,Telecom. Services,PINK,4810
SOPK,GOOG/PINK_SOPK,Southpeak Interactive Corp.,Entertainment Tech,PINK,3663
SOPW,GOOG/PINK_SOPW,Solar Power Inc,Telecom. Equipment,PINK,4811
SOQ,GOOG/AMEX_SOQ,Sonde Resources Corp,Petroleum (Producing),AMEX,1300
SORL,GOOG/NASDAQ_SORL,SORL Auto Parts Inc.,Auto Parts,NASDAQ,3716
SORT,GOOG/PINK_SORT,GUNTHER INTL,Office Equip & Supplies,PINK,3570
SOS,GOOG/AMEX_SOS,Bank Of America Corp.,Computer & Peripherals,AMEX,3573
SOSO,GOOG/PINK_SOSO,Storage Computer Corp,Computers/Peripherals,PINK,3573
SOTK,GOOG/PINK_SOTK,Sono-Tek Corporation,Machinery,PINK,3500
SOUP,GOOG/PINK_SOUP,Soupman Inc.,Restaurant,PINK,5812
SOYL,GOOG/PINK_SOYL,American Soil Technologies Inc,Environmental,PINK,4953
SOYO,GOOG/PINK_SOYO,Soyo Group Inc.,Retail (Special Lines),PINK,5600
SPA,GOOG/NYSE_SPA,Sparton Corp.,Electronics,NYSE,3670
SPAN,GOOG/NASDAQ_SPAN,Span-America Medical Systems,Medical Supplies,NASDAQ,8060
SPAR,GOOG/NASDAQ_SPAR,Spartan Motors,Manuf. Housing/Rec Veh,NASDAQ,3792
SPB,GOOG/NYSE_SPB,Spectrum Brands Holdings Inc,Diversified Co.,NYSE,9913
SPBC,GOOG/NASDAQ_SPBC,SP Bancorp Inc,Thrift,NASDAQ,6120
SPCHA,GOOG/NASDAQ_SPCHA,Sport Chalet Inc.,Retail Store,NASDAQ,5300
SPCHB,GOOG/NASDAQ_SPCHB,Sport Chalet,Retail (Special Lines),NASDAQ,5600
SPCO,GOOG/PINK_SPCO,Spescom Software Inc,Computer Software/Svcs,PINK,3579
SPDE,GOOG/PINK_SPDE,Speedus.Com Inc,Entertainment,PINK,7950
SPEX,GOOG/NASDAQ_SPEX,Spherix Inc.,Medical Services,NASDAQ,8000
SPF,GOOG/NYSE_SPF,Standard Pacific Corp.,Homebuilding,NYSE,1521
SPG,GOOG/NYSE_SPG,Simon Property Group,R.E.I.T.,NYSE,6720
SPGZ,GOOG/PINK_SPGZ,Spectrum Group Intl Inc,E-Commerce,PINK,7372
SPH,GOOG/NYSE_SPH,Suburban Propane Partners,Natural Gas (Distrib.),NYSE,4920
SPIL,GOOG/NASDAQ_SPIL,SiliconWare Precision Inds. Co,Semiconductor,NASDAQ,3674
SPIR,GOOG/NASDAQ_SPIR,Spire Corp.,Precision Instrument,NASDAQ,3800
SPLK,GOOG/NASDAQ_SPLK,Splunk Inc.,Computer Software,NASDAQ,3579
SPLN,GOOG/PINK_SPLN,SportsLine.com Inc.,Internet,PINK,7370
SPLP,GOOG/NYSE_SPLP,Steel Partners Holdings LP,Financial Svcs. (Div.),NYSE,6100
SPLS,GOOG/NASDAQ_SPLS,Staples  Inc.,Office Equip & Supplies,NASDAQ,3570
SPLT,GOOG/PINK_SPLT,SpatiaLight Inc,Electronics,PINK,3670
SPMD,GOOG/NASDAQ_SPMD,SuperMedia Inc,Publishing,NASDAQ,2700
SPN,GOOG/NYSE_SPN,Superior Energy Svcs,Oilfield Services/Equip.,NYSE,3533
SPNC,GOOG/NASDAQ_SPNC,Spectranetics Corp.,Medical Supplies,NASDAQ,8060
SPND,GOOG/PINK_SPND,Spindletop Oil & Gas Co,Petroleum (Producing),PINK,1300
SPNS,GOOG/NASDAQ_SPNS,Sapiens Int'l Corp.,Computer Software & Svcs,NASDAQ,3579
SPOR,GOOG/PINK_SPOR,Sport-Haley Inc,Apparel,PINK,2300
SPPI,GOOG/NASDAQ_SPPI,Spectrum Pharmaceuticals Inc,Drug,NASDAQ,2834
SPPR,GOOG/NASDAQ_SPPR,Supertel Hospitality Inc,R.E.I.T.,NASDAQ,6720
SPQS,GOOG/PINK_SPQS,SportsQuest Inc,Financial Svcs. (Div.),PINK,6100
SPR,GOOG/NYSE_SPR,Spirit Aerosystems Hldngs Inc,Aerospace/Defense,NYSE,3720
SPRD,GOOG/NASDAQ_SPRD,Spreadtrum Communications Inc,Semiconductor,NASDAQ,3674
SPRO,GOOG/NASDAQ_SPRO,SmartPros Ltd,Educational Services,NASDAQ,8299
SPRS,GOOG/PINK_SPRS,Surge Components Inc/NY,Electrical Equipment,PINK,3600
SPRT,GOOG/NASDAQ_SPRT,Support.com Inc,Internet,NASDAQ,7370
SPSC,GOOG/NASDAQ_SPSC,SPS Commerce Inc,E-Commerce,NASDAQ,7372
SPTN,GOOG/NASDAQ_SPTN,Spartan Stores Inc,Food Wholesalers,NASDAQ,5140
SPU,GOOG/NASDAQ_SPU,SkyPeople Fruit Juice Inc,Beverage,NASDAQ,2080
SPW,GOOG/NYSE_SPW,SPX Corp.,Diversified Co.,NYSE,9913
SPWR,GOOG/NASDAQ_SPWR,SunPower Corp,Electronics,NASDAQ,3670
SPZR,GOOG/PINK_SPZR,Spatializer Audio Labs Inc,Electronics,PINK,3670
SQBG,GOOG/PINK_SQBG,Sequential Brands Group Inc.,Apparel,PINK,2300
SQI,GOOG/NASDAQ_SQI,SciQuest Inc,E-Commerce,NASDAQ,7372
SQM,GOOG/NYSE_SQM,Sociedad Quimica y Minerea de,Chemical (Diversified),NYSE,
SQNM,GOOG/NASDAQ_SQNM,Sequenom Inc,Drug,NASDAQ,2834
SR,GOOG/NYSE_SR,Standard Register,Office Equip & Supplies,NYSE,3570
SRCE,GOOG/NASDAQ_SRCE,1st Source Corp.,Bank (Midwest),NASDAQ,6001
SRCL,GOOG/NASDAQ_SRCL,Stericycle Inc,Medical Services,NASDAQ,8000
SRCP,GOOG/PINK_SRCP,Sourcecorp,Industrial Services,PINK,
SRCX,GOOG/PINK_SRCX,Source Energy Corp /UT/,Petroleum (Producing),PINK,1300
SRDX,GOOG/NASDAQ_SRDX,SurModics Inc,Chemical (Specialty),NASDAQ,2820
SRE,GOOG/NYSE_SRE,Sempra Energy,Electric Utility (West),NYSE,4913
SREH,GOOG/PINK_SREH,Strategic Rare Earth Metals,Metals & Mining (Div.),PINK,1000
SREV,GOOG/NASDAQ_SREV,ServiceSource Intl LLC,Industrial Services,NASDAQ,7300
SRGG,GOOG/PINK_SRGG,Surge Global Energy Inc,Petroleum (Producing),PINK,1300
SRGL,GOOG/PINK_SRGL,SurgiLight Inc.,Medical Supplies,PINK,8060
SRI,GOOG/NYSE_SRI,Stoneridge Inc,Electrical Equipment,NYSE,3600
SRMC,GOOG/PINK_SRMC,Sierra Monitor Corp /CA/,Environmental,PINK,4953
SRNG,GOOG/PINK_SRNG,Shelron Group Inc,Computer Software/Svcs,PINK,3579
SRNN,GOOG/PINK_SRNN,Southern Banc Inc,Thrift,PINK,6120
SRPT,GOOG/NASDAQ_SRPT,Sarepta Therapeutics Inc,Biotechnology,NASDAQ,2830
SRRY,GOOG/PINK_SRRY,Sancon Resources Recovery Inc,Environmental,PINK,4953
SRT,GOOG/NYSE_SRT,StarTek Inc,Industrial Services,NYSE,7300
SRTI,GOOG/PINK_SRTI,Sunrise Telecom Inc,Telecom. Equipment,PINK,4811
SRV,GOOG/NYSE_SRV,Service Corp. Int'l,Diversified Co.,NYSE,9913
SRYB,GOOG/PINK_SRYB,Surrey Bancorp,Bank,PINK,6000
SRYS,GOOG/PINK_SRYS,Sagient Research Systems Inc,Securities Brokerage,PINK,6210
SRZ,GOOG/NYSE_SRZ,Sunrise Asst. Living,Medical Services,NYSE,8000
SSBI,GOOG/NASDAQ_SSBI,Summit State Bank,Bank,NASDAQ,6000
SSBXQ,GOOG/PINK_SSBXQ,Silver State Bancorp,Bank,PINK,6000
SSD,GOOG/NYSE_SSD,Simpson Mfg Inc,Building Materials,NYSE,3200
SSE,GOOG/AMEX_SSE,Southern Connecticut Bancorp Inc,Bank,AMEX,6000
SSFN,GOOG/NASDAQ_SSFN,Stewardship Financial Corp,Bank,NASDAQ,6000
SSI,GOOG/NYSE_SSI,Stage Stores Inc,Retail (Special Lines),NYSE,5600
SSMH,GOOG/PINK_SSMH,Shopsmith Inc,Machinery,PINK,3500
SSNC,GOOG/NASDAQ_SSNC,SS & C Tech,Computer Software & Svcs,NASDAQ,3579
SSP,GOOG/NYSE_SSP,Scripps (E.W.) 'A',Newspaper,NYSE,2710
SSRI,GOOG/NASDAQ_SSRI,Silver Standard Resources Inc.,Precious Metals,NASDAQ,1041
SSRX,GOOG/NASDAQ_SSRX,3SBio Inc,Drug,NASDAQ,2834
SSS,GOOG/NYSE_SSS,Sovran Self Storage,R.E.I.T.,NYSE,6720
SSTK,GOOG/NYSE_SSTK,Shutterstock Inc.,E-Commerce,NYSE,7372
SSTRF,GOOG/PINK_SSTRF,Silverstar Holdings Ltd,Entertainment Tech,PINK,3663
SSTY,GOOG/PINK_SSTY,Sure Trace Security Corp,Computer Software/Svcs,PINK,3579
SSVC,GOOG/PINK_SSVC,SecureD Services Inc,Computer Software/Svcs,PINK,3579
SSW,GOOG/NYSE_SSW,Seaspan Corp.,Maritime,NYSE,4400
SSY,GOOG/AMEX_SSY,Sunlink Health Systems,Diversified Co.,AMEX,9913
SSYS,GOOG/NASDAQ_SSYS,Stratasys Inc,Machinery,NASDAQ,3500
ST,GOOG/NYSE_ST,SPS Technologies,Metal Fabricating,NYSE,3400
ST.TO,YAHOO/TSX_ST_TO,St. Lawrence Cement,Cement & Aggregates,TSX,3240
STAA,GOOG/NASDAQ_STAA,STAAR Surgical,Medical Supplies,NASDAQ,8060
STAN,GOOG/NASDAQ_STAN,Standard Parking Corp,Industrial Services,NASDAQ,7300
STB,GOOG/NASDAQ_STB,State Bancorp Inc NY,Bank,NASDAQ,6000
STBA,GOOG/NASDAQ_STBA,S & T Bancorp,Bank,NASDAQ,6000
STBZ,GOOG/NASDAQ_STBZ,State Bank Financial Corp.,Bank,NASDAQ,6000
STC,GOOG/NYSE_STC,Stewart Info Svcs,Financial Svcs. (Div.),NYSE,6100
STE,GOOG/NYSE_STE,STERIS Corp.,Medical Supplies,NYSE,8060
STEC,GOOG/NASDAQ_STEC,SimpleTech Inc,Computer & Peripherals,NASDAQ,3573
STEI,GOOG/NASDAQ_STEI,Stewart Enterpr. 'A',Diversified Co.,NASDAQ,9913
STEL,GOOG/NASDAQ_STEL,Stellent Inc,Internet,NASDAQ,7370
STEM,GOOG/NASDAQ_STEM,StemCells Inc.,Drug,NASDAQ,2834
STEN,GOOG/PINK_STEN,Sterion Inc,Medical Supplies,PINK,
STFC,GOOG/NASDAQ_STFC,State Auto Fin'l,Insurance (Prop/Casualty,NASDAQ,6330
STHKQ,GOOG/PINK_STHKQ,Startech Environmental,Environmental,PINK,4953
STI,GOOG/NYSE_STI,SunTrust Banks,Bank,NYSE,6000
STJ,GOOG/NYSE_STJ,St. Jude Medical,Medical Supplies,NYSE,8060
STK,GOOG/NYSE_STK,Storage Technology,Computer & Peripherals,NYSE,3573
STKL,GOOG/NASDAQ_STKL,SunOpta Inc.,Environmental,NASDAQ,4953
STKR,GOOG/PINK_STKR,Stocker & Yale Inc New,Industrial Services,PINK,
STL,GOOG/NYSE_STL,Sterling BanCorp.,Bank,NYSE,6000
STLD,GOOG/NASDAQ_STLD,Steel Dynamics,Steel (General),NASDAQ,3311
STLY,GOOG/NASDAQ_STLY,Stanley Furniture,Furn./Home Furnishings,NASDAQ,2500
STM,GOOG/NYSE_STM,ST Microelectronics,Semiconductor,NYSE,3674
STMP,GOOG/NASDAQ_STMP,Stamps.com Inc,Internet,NASDAQ,7370
STN,GOOG/NYSE_STN,Station Casinos,Hotel/Gaming,NYSE,7000
STN.TO,YAHOO/TSX_STN_TO,Stantec Inc,Industrial Services,TSX,7300
STND,GOOG/NASDAQ_STND,Standard Financial Corp,Bank,NASDAQ,6000
STNG,GOOG/NYSE_STNG,Scorpio Tankers Inc,Maritime,NYSE,4400
STNR,GOOG/NASDAQ_STNR,Steiner Leisure Ltd,Industrial Services,NASDAQ,7300
STOA,GOOG/PINK_STOA,Sitoa Global Inc,Drug,PINK,2834
STON,GOOG/NYSE_STON,StoneMor Partners L.P.,Industrial Services,NYSE,7300
STP,GOOG/NYSE_STP,Suntech Power Holdings Co Ltd,Power,NYSE,4900
STR,GOOG/NYSE_STR,Questar Corp.,Natural Gas (Diversified,NYSE,4929
STRA,GOOG/NASDAQ_STRA,Strayer Education,Educational Services,NASDAQ,8299
STRB,GOOG/PINK_STRB,Strasbaugh Inc,Wireless Networking,PINK,7380
STRI,GOOG/NYSE_STRI,STR Holdings Inc,Environmental,NYSE,4953
STRL,GOOG/NASDAQ_STRL,Sterling Construction Inc,Auto Parts,NASDAQ,3716
STRM,GOOG/NASDAQ_STRM,StarMedia Network Inc,Internet,NASDAQ,7370
STRN,GOOG/NASDAQ_STRN,Sutron Corp,Precision Instrument,NASDAQ,3800
STRS,GOOG/NASDAQ_STRS,Stratus Pptys Inc,R.E.I.T.,NASDAQ,6720
STRT,GOOG/NASDAQ_STRT,Strattec Sec Corp,Auto Parts (OEM),NASDAQ,3716
STRZ,GOOG/PINK_STRZ,Star Buffet,Restaurant,PINK,5812
STRZQ,GOOG/PINK_STRZQ,Star Buffet,Restaurant,PINK,5812
STS,GOOG/AMEX_STS,Supreme Industries,Auto & Truck,AMEX,3710
STSA,GOOG/NASDAQ_STSA,Sterling Finl Corp WA,Thrift,NASDAQ,6120
STSI,GOOG/NASDAQ_STSI,Star Scientific Inc,Drug,NASDAQ,2834
STT,GOOG/NYSE_STT,State Street Corp.,Bank,NYSE,6000
STTX,GOOG/PINK_STTX,Steel Technologies,Steel (General),PINK,3311
STV,GOOG/NYSE_STV,Sterling Construction Inc,Auto Parts,NYSE,3716
STVI,GOOG/PINK_STVI,STV GROUP,Industrial Services,PINK,7300
STX,GOOG/NASDAQ_STX,Seagate Technology,Computers/Peripherals,NASDAQ,3573
STXS,GOOG/NASDAQ_STXS,Stereotaxis Inc,Medical Supplies,NASDAQ,8060
STXXQ,GOOG/PINK_STXXQ,South Texas Oil Co.,Petroleum (Producing),PINK,1300
