symbol,price_code,company_name,industry,exchange,sic_code
KINS,GOOG/NASDAQ_KINS,Kingstone Companies Inc,Industrial Services,NASDAQ,7300
KIOR,GOOG/NASDAQ_KIOR,Kior Inc.,Power,NASDAQ,4900
KIPS,GOOG/NASDAQ_KIPS,Kips Bay Medical,Building Materials,NASDAQ,3200
KIRI,GOOG/PINK_KIRI,Kirin International Holding,Public/Private Equity,PINK,6799
KIRK,GOOG/NASDAQ_KIRK,Kirkland's,Furn/Home Furnishings,NASDAQ,
KITD,GOOG/NASDAQ_KITD,Kit Digital,Internet,NASDAQ,7370
KIWB,GOOG/PINK_KIWB,Kiwibox.com Inc,Computer Software/Svcs,PINK,3579
KKD,GOOG/NYSE_KKD,Krispy Kreme Doughnuts,Restaurant,NYSE,5812
KKR,GOOG/NYSE_KKR,Kkr,Public/Private Equity,NYSE,6799
KLAC,GOOG/NASDAQ_KLAC,Kla-Tencor Corp.,Precision Instrument,NASDAQ,3800
KLIB,GOOG/PINK_KLIB,Killbuck Bancshares Inc,Bank,PINK,6000
KLIC,GOOG/NASDAQ_KLIC,Kulicke And Soffa Industries,Semiconductor Cap Equip,NASDAQ,3680
KLMK,GOOG/PINK_KLMK,Klever Marketing Inc,Advertising,PINK,7310
KMB,GOOG/NYSE_KMB,Kimberly-Clark Corp.,Household Products,NYSE,2840
KMDO,GOOG/PINK_KMDO,Komodo Inc,Internet,PINK,7370
KMG,GOOG/NYSE_KMG,Kmg Chemicals,Petroleum (Integrated),NYSE,2900
KMI,GOOG/NYSE_KMI,Kinder Morgan,Natural Gas (Diversified,NYSE,4929
KMP,GOOG/NYSE_KMP,Kinder Morgan Energy Partners L.P.,Natural Gas (Diversified,NYSE,4929
KMPR,GOOG/NYSE_KMPR,Unitrin,Financial Svcs. (Div.),NYSE,6100
KMT,GOOG/NYSE_KMT,Kennametal Inc.,Metal Fabricating,NYSE,3400
KMTUY,GOOG/PINK_KMTUY,Komatsu Ltd,Machinery,PINK,3500
KMX,GOOG/NYSE_KMX,Carmax Inc,Retail Store,NYSE,
KND,GOOG/NYSE_KND,Kindred Healthcare,Medical Services,NYSE,8000
KNDI,GOOG/NASDAQ_KNDI,Kandi Technolgies,Auto & Truck,NASDAQ,3710
KNL,GOOG/NYSE_KNL,Knoll,Office Equip/Supplies,NYSE,3570
KNM,GOOG/NYSE_KNM,Konami Corp.,Foreign Electronics,NYSE,9975
KNOS,GOOG/PINK_KNOS,Kronos Advanced Tech Inc,Apparel,PINK,
KNR,GOOG/NYSE_KNR,Bristol Myers Squibb Company Co,Office Equip/Supplies,NYSE,3570
KNUR,GOOG/PINK_KNUR,Knox Nursery Inc,Paper & Forest Products,PINK,2600
KNX,GOOG/NYSE_KNX,Knight Transportation,Trucking,NYSE,4200
KNXA,GOOG/NYSE_KNXA,Kenexa Corp.,Human Resources,NYSE,7363
KO,GOOG/NYSE_KO,Coca-Cola Company,Beverage (Soft Drink),NYSE,2087
KOG,GOOG/NYSE_KOG,Kodiak Oil,Petroleum (Producing),NYSE,1300
KONA,GOOG/NASDAQ_KONA,Kona Grill,Restaurant,NASDAQ,5812
KONE,GOOG/NASDAQ_KONE,Kingtone Wirelessinfo Solution,Wireless Networking,NASDAQ,7380
KONG,GOOG/NASDAQ_KONG,Kongzhong Corp.,Telecom. Services,NASDAQ,4810
KOOL,GOOG/NASDAQ_KOOL,Thermogenesis,Medical Supplies,NASDAQ,8060
KOP,GOOG/NYSE_KOP,Koppers Holdings Inc.,Diversified Co.,NYSE,9913
KOPN,GOOG/NASDAQ_KOPN,Kopin Corp.,Electrical Equipment,NASDAQ,3600
KORS,GOOG/NYSE_KORS,Michael Kors Holdings Limited,Apparel,NYSE,2300
KOS,GOOG/NYSE_KOS,Kosmos Energy Ltd.,Petroleum (Producing),NYSE,1300
KOSS,GOOG/NASDAQ_KOSS,Koss Corp.,Electrical Equipment,NASDAQ,3600
KPELY,GOOG/PINK_KPELY,Keppel Corporation Limited,Diversified Co.,PINK,9913
KR,GOOG/NYSE_KR,Kroger Company,Grocery,NYSE,5400
KRA,GOOG/NYSE_KRA,Kraton Performance Polymers Inc,Chemical (Specialty),NYSE,2820
KRC,GOOG/NYSE_KRC,Kilroy Realty Corp.,R.E.I.T.,NYSE,6720
KRFT,GOOG/NASDAQ_KRFT,Kraft Foods Group,Retail/Wholesale Food,NASDAQ,5400
KRNY,GOOG/NASDAQ_KRNY,Kearny Financial,Thrift,NASDAQ,6120
KRO,GOOG/NYSE_KRO,Kronos Worldwide Inc,Chemical (Specialty),NYSE,2820
KRSL,GOOG/PINK_KRSL,Kreisler Mfg Corp.,Aerospace/Defense,PINK,3720
KRU,GOOG/AMEX_KRU,Ultra KBW Regional Banking Proshares,Petroleum (Producing),AMEX,1300
KS,GOOG/NYSE_KS,Kapstone Paper And Packaging Corp.,Paper/Forest Products,NYSE,2600
KSS,GOOG/NYSE_KSS,Kohl's Corp.,Retail Store,NYSE,5300
KSU,GOOG/NYSE_KSU,Kansas City Southern,Railroad,NYSE,4002
KSW,GOOG/NASDAQ_KSW,Ksw Inc,Machinery,NASDAQ,3500
KSWS,GOOG/NASDAQ_KSWS,K-Swiss Inc.,Shoe,NASDAQ,3140
KT,GOOG/NYSE_KT,Korea Telecom Corp.,Diversified Co.,NYSE,9913
KTCC,GOOG/NASDAQ_KTCC,Key Tronic Corp.,Computer & Peripherals,NASDAQ,3573
KTEC,GOOG/NASDAQ_KTEC,Key Technology,Machinery,NASDAQ,3500
KTOS,GOOG/NASDAQ_KTOS,Kratos Defense & Security Solutions,Aerospace/Defense,NASDAQ,3720
KTYB,GOOG/PINK_KTYB,Kentucky Bancshares Inc,Bank,PINK,6000
KUTV,GOOG/NASDAQ_KUTV,Ku6 Media Co.,Telecom. Services,NASDAQ,4890
KVHI,GOOG/NASDAQ_KVHI,Kvh Industries,Telecom. Services,NASDAQ,4810
KVPBQ,GOOG/PINK_KVPBQ,K-V Pharmaceutical_'B',Drug,PINK,2834
KVPHQ,GOOG/PINK_KVPHQ,K-V Pharmaceutical 'A',Drug,PINK,2834
KW,GOOG/NYSE_KW,Kennedy-Wilson Holdings Inc.,Financial Svcs. (Div.),NYSE,6100
KWK,GOOG/NYSE_KWK,Quicksilver Resources Inc.,Petroleum (Producing),NYSE,1300
KWR,GOOG/NYSE_KWR,Quaker Chemical Corp.,Chemical (Specialty),NYSE,2820
KXM,GOOG/AMEX_KXM,Kobex Minerals Inc.,Precious Metals,AMEX,1041
KYAK,GOOG/NASDAQ_KYAK,Kayak Software Corporation,Internet,NASDAQ,7370
KYCN,GOOG/PINK_KYCN,Keystone Consolidated Inds Inc,Metal Fabricating,PINK,3400
KYO,GOOG/NYSE_KYO,Kyocera Corp.,Foreign Electron/Entertn,NYSE,9975
KYTH,GOOG/NASDAQ_KYTH,KYTHERA Biopharmaceuticals Inc,Drug,NASDAQ,2834
KYZN,GOOG/PINK_KYZN,Kyzen Corp 'A',Chemical (Specialty),PINK,
L,GOOG/NYSE_L,Loews Corp.,Financial Svcs. (Div.),NYSE,6100
L.TO,YAHOO/TSX_L_TO,Loblaw Companies Limited,Food Wholesalers,TSX,5140
LABC,GOOG/NASDAQ_LABC,Louisiana Bancorp,Thrift,NASDAQ,6120
LABL,GOOG/NASDAQ_LABL,Multi-Color Corp.,Packaging & Container,NASDAQ,2640
LACO,GOOG/NASDAQ_LACO,Lakes Entertainment,Hotel/Gaming,NASDAQ,7000
LAD,GOOG/NYSE_LAD,Lithia Motors,Retail Store,NYSE,5300
LAKE,GOOG/NASDAQ_LAKE,Lakeland Industries,Textile,NASDAQ,2200
LAMR,GOOG/NASDAQ_LAMR,Lamar Advertising Company,Advertising,NASDAQ,7310
LANC,GOOG/NASDAQ_LANC,Lancaster Colony Corp.,Household Products,NASDAQ,2840
LAND,GOOG/NASDAQ_LAND,Landair Corp,Trucking/Transp. Leasing,NASDAQ,4200
LANZ,GOOG/PINK_LANZ,Lancer Orthodontics Inc,Medical Supplies,PINK,
LARK,GOOG/NASDAQ_LARK,Landmark Bancorp Inc.,Thrift,NASDAQ,
LAS,GOOG/NYSE_LAS,Lentuo International Inc.,Trucking,NYSE,4200
LATI,GOOG/PINK_LATI,Legal Access Technologies Inc,Medical Services,PINK,8000
LAWEQ,GOOG/PINK_LAWEQ,Law Enforcement Assoc. Corp,Electronics,PINK,3670
LAWS,GOOG/NASDAQ_LAWS,Lawson Products,Metal Fabricating,NASDAQ,3400
LAXAF,GOOG/PINK_LAXAF,Laxai Pharma Ltd,Medical Supplies,PINK,8060
LAYN,GOOG/NASDAQ_LAYN,Layne Christensen Company,Oilfield Services/Equip.,NASDAQ,3533
LAZ,GOOG/NYSE_LAZ,Lazard Ltd,Financial Svcs. (Div.),NYSE,6100
LBAI,GOOG/NASDAQ_LBAI,Lakeland Bancorp,Bank,NASDAQ,6000
LBRT,GOOG/PINK_LBRT,Liberate Technologies,Internet,PINK,7370
LBTYA,GOOG/NASDAQ_LBTYA,Liberty Global,Entertainment,NASDAQ,7950
LBTYK,GOOG/NASDAQ_LBTYK,Liberty Global,Entertainment,NASDAQ,7950
LBY,GOOG/AMEX_LBY,Libbey,Household Products,AMEX,2840
LCAR,GOOG/PINK_LCAR,Lescarden Inc,Biotechnology,PINK,
LCAV,GOOG/NASDAQ_LCAV,Lca-Vision Inc.,Medical Services,NASDAQ,8000
LCC,GOOG/NYSE_LCC,US Airways Group Inc. New,Air Transport,NYSE,4510
LCI,GOOG/AMEX_LCI,Lannett Co Inc,Drug,AMEX,2834
LCNB,GOOG/NASDAQ_LCNB,Lcnb Corporation,Bank,NASDAQ,6000
LCUT,GOOG/NASDAQ_LCUT,Lifetime Brands,Household Products,NASDAQ,2840
LDIS,GOOG/PINK_LDIS,Leadis Technology Inc.,Semiconductor,PINK,3674
LDK,GOOG/NYSE_LDK,Ldk Solar Co. Ltd,Power,NYSE,4900
LDL,GOOG/NYSE_LDL,Lydall,Chemical (Specialty),NYSE,2820
LDR,GOOG/NYSE_LDR,Landauer,Environmental,NYSE,4953
LEA,GOOG/NYSE_LEA,Lear Corp.,Auto Parts (OEM),NYSE,3716
LEAP,GOOG/NASDAQ_LEAP,Leap Wireless International,Advertising,NASDAQ,7310
LECO,GOOG/NASDAQ_LECO,Lincoln Electric Holdings,Machinery,NASDAQ,3500
LEDR,GOOG/NASDAQ_LEDR,Market Leader Inc,Industrial Services,NASDAQ,7300
LEDS,GOOG/NASDAQ_LEDS,Semileds Corp.,Semiconductor,NASDAQ,3674
LEE,GOOG/NYSE_LEE,Lee Enterprises Inc.,Newspaper,NYSE,2710
LEG,GOOG/NYSE_LEG,Leggett & Platt Inc.,Furn./Home Furnishings,NYSE,2500
LEI,GOOG/AMEX_LEI,Lucas Energy,Petroleum (Producing),AMEX,1300
LEN,GOOG/NYSE_LEN,Lennar Corp.,Homebuilding,NYSE,1521
LEXG,GOOG/PINK_LEXG,Lexicon Genetics Inc,Drug,PINK,2834
LEXPQ,GOOG/PINK_LEXPQ,Lexington Precision Corp,Metal Fabricating,PINK,3400
LF,GOOG/NYSE_LF,Leapfrog Enterprises Inc,0,NYSE,
LFC,GOOG/NYSE_LFC,China Life Insurance Company Limited,Insurance (Life),NYSE,6310
LFL,GOOG/NYSE_LFL,Lan Chile S.A.,Air Transport,NYSE,4510
LFPI,GOOG/PINK_LFPI,LifePoint Inc.,Medical Services,PINK,8000
LFUS,GOOG/NASDAQ_LFUS,Littelfuse,Electrical Equipment,NASDAQ,3600
LFVN,GOOG/NASDAQ_LFVN,Lifevantage Corp,Food Processing,NASDAQ,2000
LFXG,GOOG/PINK_LFXG,Life Exchange Inc,Financial Svcs. (Div.),PINK,6100
LFYC,GOOG/PINK_LFYC,Lafayette Community Bancorp,Bank,PINK,6000
LG,GOOG/NYSE_LG,Laclede Group,Natural Gas (Distrib.),NYSE,4920
LGAH,GOOG/PINK_LGAH,LGA Holdings Inc.,Auto Parts,PINK,3716
LGCY,GOOG/NASDAQ_LGCY,Legacy Reserves Lp,Petroleum (Producing),NASDAQ,1300
LGF,GOOG/NYSE_LGF,Lions Gate Entertainment Corp.,Entertainment,NYSE,7950
LGL,GOOG/AMEX_LGL,Lgl Group,Diversified Co.,AMEX,9913
LGND,GOOG/NASDAQ_LGND,Ligand Pharmaceuticals Inc.,Drug,NASDAQ,2834
LGOV,GOOG/PINK_LGOV,Largo Vista Group Ltd,Retail Store,PINK,5300
LGP,GOOG/NYSE_LGP,Lehigh Gas Partners LP,Pipeline MLPs,NYSE,4619
LH,GOOG/NYSE_LH,Laboratory Corporation Of America Holdings,Medical Services,NYSE,8000
LHCG,GOOG/NASDAQ_LHCG,Lhc Group,Medical Services,NASDAQ,8000
LHO,GOOG/NYSE_LHO,Lasalle Hotel Properties,R.E.I.T.,NYSE,6720
LIBHA,GOOG/PINK_LIBHA,Liberty Homes Inc.,Manuf. Housing/Rec Veh,PINK,3792
LIBHB,GOOG/PINK_LIBHB,Liberty Homes Inc,Homebuilding,PINK,1521
LICT,GOOG/PINK_LICT,Lynch Interactive,Telecom. Services,PINK,4810
LIFE,GOOG/NASDAQ_LIFE,Life Technologies Corp.,Medical Supplies,NASDAQ,8060
LII,GOOG/NYSE_LII,Lennox International,Machinery,NYSE,3500
LIM.TO,YAHOO/TSX_LIM_TO,LionOre Mining Int'l Ltd.,Precious Metals,TSX,1041
LIME,GOOG/NASDAQ_LIME,Lime Energy Co.,Electrical Equipment,NASDAQ,3600
LINC,GOOG/NASDAQ_LINC,Lincoln Educational Services Corp.,Educational Services,NASDAQ,8299
LINE,GOOG/NASDAQ_LINE,Linn Energy Llc,Petroleum (Producing),NASDAQ,1300
LINK,GOOG/PINK_LINK,Interlink Electronics Inc,Electronics,PINK,
LINTA,GOOG/NASDAQ_LINTA,Liberty Media Corp.,Retail (Hardlines),NASDAQ,5999
LION,GOOG/NASDAQ_LION,Fidelity Southern Corp.,Bank,NASDAQ,6000
LIOX,GOOG/NASDAQ_LIOX,Lionbridge Technologies,Internet,NASDAQ,7370
LIPD,GOOG/PINK_LIPD,Lipid Sciences Inc 'A',Investment Co.,PINK,6730
LIVC,GOOG/PINK_LIVC,Live Current Media Inc,E-Commerce,PINK,7372
LIVE,GOOG/NASDAQ_LIVE,Livedeal,Internet,NASDAQ,7370
LIWA,GOOG/NASDAQ_LIWA,Lihua International,Telecom. Equipment,NASDAQ,4811
LJPC,GOOG/PINK_LJPC,La Jolla Pharmaceutical Co,Drug,PINK,2834
LKFN,GOOG/NASDAQ_LKFN,Lakeland Financial Corp.,Bank (Midwest),NASDAQ,6001
LKII,GOOG/PINK_LKII,Lazare Kaplan International In,Retail (Special Lines),PINK,5600
LKQ,GOOG/NASDAQ_LKQ,Lkq Corp.,Auto Parts,NASDAQ,3716
LL,GOOG/NYSE_LL,Lumber Liquidators Holdings Inc,Building Materials,NYSE,3200
LLEN,GOOG/NASDAQ_LLEN,L&L Energy,Coal,NASDAQ,1220
LLL,GOOG/NYSE_LLL,L-3 Communications Holdings,Telecom. Equipment,NYSE,4811
LLNW,GOOG/NASDAQ_LLNW,Limelight Networks,Computer Software/Svcs,NASDAQ,3579
LLTC,GOOG/NASDAQ_LLTC,Linear Technology Corp.,Semiconductor,NASDAQ,3674
LLY,GOOG/NYSE_LLY,Eli Lilly And Company,Drug,NYSE,2834
LM,GOOG/NYSE_LM,Legg Mason,Securities Brokerage,NYSE,6210
LMCA,GOOG/NASDAQ_LMCA,Liberty Media Corp Capital Cl A,Entertainment,NASDAQ,7950
LMIA,GOOG/NASDAQ_LMIA,Lmi Aerospace,Aerospace/Defense,NASDAQ,3720
LMII,GOOG/PINK_LMII,LMIC Inc,Electronics,PINK,3670
LMLP,GOOG/NASDAQ_LMLP,Lml Payment Systems,Financial Svcs. (Div.),NASDAQ,6100
LMNR,GOOG/NASDAQ_LMNR,Limoneira Co,Food Processing,NASDAQ,2000
LMNX,GOOG/NASDAQ_LMNX,Luminex Corp.,Biotechnology,NASDAQ,2830
LMOS,GOOG/NASDAQ_LMOS,Lumos Networks Corp.,Wireless Networking,NASDAQ,7380
LMSMF,GOOG/PINK_LMSMF,LMS Medical Systems Inc,Medical Services,PINK,8000
LMT,GOOG/NYSE_LMT,Lockheed Martin Corp.,Aerospace/Defense,NYSE,3720
LMTI,GOOG/PINK_LMTI,Laser Master International Inc,Publishing,PINK,2700
LNBB,GOOG/NASDAQ_LNBB,Lnb Bancorp,Bank,NASDAQ,6000
LNBO,GOOG/PINK_LNBO,Lanbo Fin'l Invest Company Gr,Electronics,PINK,3670
LNC,GOOG/NYSE_LNC,Lincoln National Corp.,Insurance (Life),NYSE,6310
LNCE,GOOG/NASDAQ_LNCE,Lance,Food Processing,NASDAQ,2000
LNCM,GOOG/PINK_LNCM,Lenco Mobile Inc,Securities Brokerage,PINK,6210
LNCO,GOOG/NASDAQ_LNCO,LinnCo LLC,Natural Gas (Div.),NASDAQ,4929
LNDC,GOOG/NASDAQ_LNDC,Landec Corp.,Chemical (Basic),NASDAQ,2810
LNDT,GOOG/PINK_LNDT,LianDi Clean Technology Inc,Oilfield Svcs/Equip.,PINK,3533
LNET,GOOG/NASDAQ_LNET,Lodgenet Interactive Corp.,Cable TV,NASDAQ,4840
LNF.TO,YAHOO/TSX_LNF_TO,Leon's Furniture Ltd.,Furn./Home Furnishings,TSX,2500
LNG,GOOG/AMEX_LNG,Cheniere Energy,Oilfield Svcs/Equip.,AMEX,3533
LNKD,GOOG/NYSE_LNKD,Linkedin,Internet,NYSE,7370
LNN,GOOG/NYSE_LNN,Lindsay Corp.,Machinery,NYSE,3500
LNR.TO,YAHOO/TSX_LNR_TO,Linamar Machine Limited,Machinery,TSX,3500
LNT,GOOG/NYSE_LNT,Alliant Energy Corp.,Electric Util. (Central),NYSE,4912
LNVGY,GOOG/PINK_LNVGY,Lenovo Group Ltd,Computers/Peripherals,PINK,3573
LNXW,GOOG/PINK_LNXW,Lenox Wealth Management Inc,Bank,PINK,6000
LO,GOOG/NYSE_LO,Lorillard Inc,Tobacco,NYSE,2085
LOAN,GOOG/NASDAQ_LOAN,Manhattan Bridge Capital Inc,Newspaper,NASDAQ,2710
LOCK,GOOG/NYSE_LOCK,Saf T Lok Inc,Recreation,NYSE,7900
LOCM,GOOG/NASDAQ_LOCM,Local.Com Corp.,Information Services,NASDAQ,8900
LODE,GOOG/AMEX_LODE,Comstock Mining Inc,Precious Metals,AMEX,1041
LODG,GOOG/PINK_LODG,ShoLodge Inc.,Hotel/Gaming,PINK,7000
LOGC,GOOG/PINK_LOGC,Logic Devices Inc.,Precision Instrument,PINK,3800
LOGI,GOOG/NASDAQ_LOGI,Logitech International S.A.,Computers/Peripherals,NASDAQ,
LOGM,GOOG/NASDAQ_LOGM,Logmein,Internet,NASDAQ,7370
LOGN,GOOG/PINK_LOGN,Logansport Finl Corp,Bank,PINK,6000
LOJN,GOOG/NASDAQ_LOJN,Lojack Corp.,Electronics,NASDAQ,3670
LON,GOOG/AMEX_LON,Loncor Resources Inc,Metals & Mining (Div.),AMEX,1000
LONG,GOOG/NASDAQ_LONG,Elong,E-Commerce,NASDAQ,7372
LOOK,GOOG/NASDAQ_LOOK,Looksmart,Internet,NASDAQ,7370
LOPE,GOOG/NASDAQ_LOPE,Grand Canyon Education,Educational Services,NASDAQ,8299
LOR.TO,YAHOO/TSX_LOR_TO,Lorus Therapeutics Inc,Medical Services,TSX,8000
LORL,GOOG/NASDAQ_LORL,Loral Space And Communications,Telecom. Services,NASDAQ,4810
LOV,GOOG/AMEX_LOV,Spark Networks Plc,Internet,AMEX,7370
LOW,GOOG/NYSE_LOW,Lowe's Companies,Retail Building Supply,NYSE,5211
LPH,GOOG/AMEX_LPH,Longwei Petroleum Investment Holding,Financial Svcs. (Div.),AMEX,6100
LPHI,GOOG/NASDAQ_LPHI,Life Partners Holdings Inc,Industrial Services,NASDAQ,7300
LPHM,GOOG/PINK_LPHM,Lee Pharmaceuticals,Drug,PINK,2834
LPI,GOOG/NYSE_LPI,Laredo Petroleum Holdings Inc,Petroleum (Producing),NYSE,1300
LPIH,GOOG/PINK_LPIH,Longwei Petroleum Investment,Financial Svcs. (Div.),PINK,6100
LPLA,GOOG/NASDAQ_LPLA,Lpl Investment Holdings Inc.,Financial Svcs. (Div.),NASDAQ,6100
LPNT,GOOG/NASDAQ_LPNT,Lifepoint Hospitals,Medical Services,NASDAQ,8000
LPR,GOOG/NYSE_LPR,Lone Pine Resources Inc.,Petroleum (Producing),NYSE,1300
LPS,GOOG/NYSE_LPS,Lender Processing Services Inc,Financial Svcs. (Div.),NYSE,6100
LPSB,GOOG/NASDAQ_LPSB,Laporte Bancorp,Thrift,NASDAQ,6120
LPSN,GOOG/NASDAQ_LPSN,Liveperson,Computer Software & Svcs,NASDAQ,3579
LPTC,GOOG/PINK_LPTC,Le@p Technology Inc,Financial Svcs. (Div.),PINK,6100
LPTH,GOOG/NASDAQ_LPTH,Lightpath Technologies,Telecom. Equipment,NASDAQ,4811
LPTI,GOOG/PINK_LPTI,Longport Inc,Medical Services,PINK,8000
LPTN,GOOG/NASDAQ_LPTN,Lpath Inc,Biotechnology,NASDAQ,2830
LPX,GOOG/NYSE_LPX,Louisiana-Pacific Corp.,Paper & Forest Products,NYSE,2600
LQDT,GOOG/NASDAQ_LQDT,Liquidity Services,E-Commerce,NASDAQ,7372
LQMT,GOOG/PINK_LQMT,Liquidmetal Technologies,Metal Fabricating,PINK,
LQWC,GOOG/PINK_LQWC,LifeQuest World Corp,Drug,PINK,2834
LRAD,GOOG/NASDAQ_LRAD,Lrad Corp.,Electronics,NASDAQ,3670
LRCI,GOOG/PINK_LRCI,Legal Resh Ctr,Industrial Services,PINK,7300
LRCX,GOOG/NASDAQ_LRCX,Lam Research Corp.,Semiconductor Cap Equip,NASDAQ,3680
LRE,GOOG/NYSE_LRE,Lrr Energy L.P.,Petroleum (Producing),NYSE,1300
LRN,GOOG/NYSE_LRN,K12 Inc,Educational Services,NYSE,8299
LRY,GOOG/NYSE_LRY,Liberty Property Trust,R.E.I.T.,NYSE,6720
LSBI,GOOG/NASDAQ_LSBI,Lsb Financial,Thrift,NASDAQ,
LSBK,GOOG/NASDAQ_LSBK,Lake Shore Bancorp,Thrift,NASDAQ,6120
LSCC,GOOG/NASDAQ_LSCC,Lattice Semiconductor Corp.,Semiconductor,NASDAQ,3674
LSE,GOOG/NYSE_LSE,Caplease Funding Inc,R.E.I.T.,NYSE,6720
LSFG,GOOG/PINK_LSFG,LifeStore Financial Group,Thrift,PINK,6120
LSI,GOOG/NYSE_LSI,Lsi Logic Corp.,Semiconductor,NYSE,3674
LSTR,GOOG/NASDAQ_LSTR,Landstar System,Trucking/Transp. Leasing,NASDAQ,4200
LTBR,GOOG/NASDAQ_LTBR,Lightbridge Corp.,Power,NASDAQ,4900
LTC,GOOG/NYSE_LTC,Ltc Properties,R.E.I.T.,NYSE,6720
LTD,GOOG/NYSE_LTD,Limited Brands,Retail (Special Lines),NYSE,5600
LTEC,GOOG/PINK_LTEC,LOUD Technologies Inc,Electronics,PINK,3670
LTFD,GOOG/PINK_LTFD,Littlefield Corporation,Hotel/Gaming,PINK,7000
LTHU,GOOG/PINK_LTHU,Lithium Technology Corp,Electrical Equipment,PINK,3600
LTM,GOOG/NYSE_LTM,Life Time Fitness,Recreation,NYSE,7900
LTON,GOOG/NASDAQ_LTON,Linktone Ltd,Telecom. Services,NASDAQ,4810
LTRE,GOOG/NASDAQ_LTRE,Learning Tree International,Educational Services,NASDAQ,8299
LTRX,GOOG/NASDAQ_LTRX,Lantronix,Computers/Peripherals,NASDAQ,3573
LTS,GOOG/AMEX_LTS,Ladenburg Thalmann Financial Inc,Securities Brokerage,AMEX,6210
LTSC,GOOG/PINK_LTSC,Lightscape Technologies Inc,Electrical Equipment,PINK,3600
LTXC,GOOG/NASDAQ_LTXC,Ltx-Credence Corp.,Precision Instrument,NASDAQ,3800
LUB,GOOG/NYSE_LUB,Luby's,Restaurant,NYSE,5812
LUCY,GOOG/PINK_LUCY,Lucille Farms Inc,Food Wholesalers,PINK,5140
LUFK,GOOG/NASDAQ_LUFK,Lufkin Industries,Oilfield Services/Equip.,NASDAQ,3533
LUK,GOOG/NYSE_LUK,Leucadia National Corp.,Financial Svcs. (Div.),NYSE,6100
LUKOY,GOOG/PINK_LUKOY,LUKOIL,Petroleum (Producing),PINK,1300
LULU,GOOG/NASDAQ_LULU,Lululemon Athletica Inc.,Retail (Special Lines),NASDAQ,5600
LUNA,GOOG/NASDAQ_LUNA,Luna Innovations Inc.,Medical Supplies,NASDAQ,8060
LUNMF,GOOG/PINK_LUNMF,Lundin Mining Corp,Metals & Mining (Div.),PINK,1000
LUV,GOOG/NYSE_LUV,Southwest Airlines Company,Air Transport,NYSE,4510
LUX,GOOG/NYSE_LUX,Luxottica Group S.P.A.,Retail (Special Lines),NYSE,5600
LVB,GOOG/NYSE_LVB,Steinway Musical Instruments,Recreation,NYSE,7900
LVLT,GOOG/NYSE_LVLT,Level 3 Communications,Telecom. Services,NYSE,4810
LVNTA,GOOG/NASDAQ_LVNTA,Liberty Interactive Corporation,E-Commerce,NASDAQ,7372
LVS,GOOG/NYSE_LVS,Las Vegas Sands,Hotel/Gaming,NYSE,7000
LVWR,GOOG/PINK_LVWR,LiveWire Mobile Inc.,Telecom. Equipment,PINK,4811
LWAY,GOOG/NASDAQ_LWAY,Lifeway Foods,Food Processing,NASDAQ,2000
LWLG,GOOG/PINK_LWLG,Lightwave Logic Inc.,Chemical (Diversified),PINK,2813
LWLL,GOOG/PINK_LWLL,Linkwell Corp,Medical Supplies,PINK,8060
LWSL,GOOG/PINK_LWSL,Lottery & Wagering Solutions,Hotel/Gaming,PINK,7000
LXK,GOOG/NYSE_LXK,Lexmark International,Office Equip & Supplies,NYSE,3570
LXMO,GOOG/PINK_LXMO,Lexington B & L Finl,Thrift,PINK,6120
LXP,GOOG/NYSE_LXP,Lexington Realty Trust,R.E.I.T.,NYSE,6720
LXRX,GOOG/NASDAQ_LXRX,Lexicon Pharmaceuticals,Drug,NASDAQ,2834
LXU,GOOG/NYSE_LXU,Lsb Industries Inc.,Chemical (Basic),NYSE,2810
LYB,GOOG/NYSE_LYB,Lyondellbasell Industries Nv,Chemical (Diversified),NYSE,2813
LYLP,GOOG/PINK_LYLP,LoyaltyPoint Inc,Internet,PINK,7370
LYRI,GOOG/PINK_LYRI,Lyris Inc,E-Commerce,PINK,7372
LYTS,GOOG/NASDAQ_LYTS,Lsi Industries Inc.,Electrical Equipment,NASDAQ,3600
LYV,GOOG/NYSE_LYV,Live Nation Entertainment,Industrial Services,NYSE,7300
LZB,GOOG/NYSE_LZB,La-Z-Boy Inc.,Furn./Home Furnishings,NYSE,2500
LZEN,GOOG/NASDAQ_LZEN,Lizhan Environmental Corp.,Environmental,NASDAQ,4953
LZENF,GOOG/PINK_LZENF,Lizhan Environmental Corp,Environmental,PINK,4953
M,GOOG/NYSE_M,Macy's Inc,Retail Store,NYSE,5300
MA,GOOG/NYSE_MA,Mastercard Inc.,Financial Svcs. (Div.),NYSE,6100
MAA,GOOG/NYSE_MAA,Mid-America Apartment Communities,R.E.I.T.,NYSE,6720
MAC,GOOG/NYSE_MAC,Macerich Company,R.E.I.T.,NYSE,6720
MACE,GOOG/PINK_MACE,Mace Security Intl,Chemical (Specialty),PINK,2820
MACK,GOOG/NASDAQ_MACK,Merrimack Pharmaceuticals Inc.,Biotechnology,NASDAQ,2830
MAG,GOOG/NASDAQ_MAG,Magnetek,Electrical Equipment,NASDAQ,3600
MAGAA,GOOG/PINK_MAGAA,Magna-Lab 'A',Chemical (Basic),PINK,2810
MAGS,GOOG/NASDAQ_MAGS,Magal Security Systems Ltd,Electronics,NASDAQ,3670
